#,Chromophore Name,Smile,Dye type,Solvent,Wavelength S1 (Abs) [nm],Energy S1 (Abs) [eV],Wavelength S1 (Em) [nm],Energy S1 (Em) [eV],Delta_Stocks [eV],Tau_Averge [ns],(1/Tau_Averge) [1/ns],Ref 
12,ICG,"CC1(C)\C(=C/C=C/C=C/C=C/C2=[N+](CCCCS([O-])(=O)=O)C3=C(C4=CC=CC=C4C=C3)C2(C)C)N(CCCCS([O-])(=O)=O)C2=C1C1=CC=CC=C1C=C2 |c:11,25,27,30,46,51,53,56,t:21,23,49|",Cyanine,DMSO,,#N/A,,#N/A,#N/A,0.97,1.030927835,"Publishers, E. S. (1988). Chemical Department, Center of Optical Spectroscopy, Friedrich- Schiller-University Jena, DDR-6900 Jena, Philosophenweg 14, GDR. 173, 377–387."
13,ICG,"CC1(C)\C(=C/C=C/C=C/C=C/C2=[N+](CCCCS([O-])(=O)=O)C3=C(C4=CC=CC=C4C=C3)C2(C)C)N(CCCCS([O-])(=O)=O)C2=C1C1=CC=CC=C1C=C2 |c:11,25,27,30,46,51,53,56,t:21,23,49|",Cyanine,DCM,,#N/A,,#N/A,#N/A,0.91,1.098901099,"Publishers, E. S. (1988). Chemical Department, Center of Optical Spectroscopy, Friedrich- Schiller-University Jena, DDR-6900 Jena, Philosophenweg 14, GDR. 173, 377–387."
14,ICG,"CC1(C)\C(=C/C=C/C=C/C=C/C2=[N+](CCCCS([O-])(=O)=O)C3=C(C4=CC=CC=C4C=C3)C2(C)C)N(CCCCS([O-])(=O)=O)C2=C1C1=CC=CC=C1C=C2 |c:11,25,27,30,46,51,53,56,t:21,23,49|",Cyanine,Chloroform,,#N/A,,#N/A,#N/A,1.14,0.877192982,"Publishers, E. S. (1988). Chemical Department, Center of Optical Spectroscopy, Friedrich- Schiller-University Jena, DDR-6900 Jena, Philosophenweg 14, GDR. 173, 377–387."
15,IR820,"CC1(C)\C(=C/C=C2\CCCC(\C=C\C3=[N+](CCCCS([O-])(=O)=O)C4=C(C5=CC=CC=C5C=C4)C3(C)C)=C2Cl)N(CCCCS([O-])(=O)=O)C2=C1C1=CC=CC=C1C=C2 |c:13,27,29,32,38,51,56,58,61,t:23,25,54|",Cyanine,Water,,#N/A,,#N/A,#N/A,0.13,7.692307692,"Patra, D., Malaeb, N. N., Haddadin, M. J., & Kurth, M. J. (2012). Influence of substituent and solvent on the radiative process of singlet excited states of novel cyclic azacyanine derivatives. Journal of Fluorescence, 22(2), 707–717. https://doi.org/10.1007/s10895-011-1006-0"
16,IR820,"CC1(C)\C(=C/C=C2\CCCC(\C=C\C3=[N+](CCCCS([O-])(=O)=O)C4=C(C5=CC=CC=C5C=C4)C3(C)C)=C2Cl)N(CCCCS([O-])(=O)=O)C2=C1C1=CC=CC=C1C=C2 |c:13,27,29,32,38,51,56,58,61,t:23,25,54|",Cyanine,Methanol,820,1.512,836,1.483062201,0.028937799,0.25,4,"Patra, D., Malaeb, N. N., Haddadin, M. J., & Kurth, M. J. (2012). Influence of substituent and solvent on the radiative process of singlet excited states of novel cyclic azacyanine derivatives. Journal of Fluorescence, 22(2), 707–717. https://doi.org/10.1007/s10895-011-1006-0"
17,IR820,"CC1(C)\C(=C/C=C2\CCCC(\C=C\C3=[N+](CCCCS([O-])(=O)=O)C4=C(C5=CC=CC=C5C=C4)C3(C)C)=C2Cl)N(CCCCS([O-])(=O)=O)C2=C1C1=CC=CC=C1C=C2 |c:13,27,29,32,38,51,56,58,61,t:23,25,54|",Cyanine,Ethanol,,#N/A,,#N/A,#N/A,0.38,2.631578947,"Patra, D., Malaeb, N. N., Haddadin, M. J., & Kurth, M. J. (2012). Influence of substituent and solvent on the radiative process of singlet excited states of novel cyclic azacyanine derivatives. Journal of Fluorescence, 22(2), 707–717. https://doi.org/10.1007/s10895-011-1006-0"
18,IR820,"CC1(C)\C(=C/C=C2\CCCC(\C=C\C3=[N+](CCCCS([O-])(=O)=O)C4=C(C5=CC=CC=C5C=C4)C3(C)C)=C2Cl)N(CCCCS([O-])(=O)=O)C2=C1C1=CC=CC=C1C=C2 |c:13,27,29,32,38,51,56,58,61,t:23,25,54|",Cyanine,Acetone,,#N/A,,#N/A,#N/A,0.43,2.325581395,"Patra, D., Malaeb, N. N., Haddadin, M. J., & Kurth, M. J. (2012). Influence of substituent and solvent on the radiative process of singlet excited states of novel cyclic azacyanine derivatives. Journal of Fluorescence, 22(2), 707–717. https://doi.org/10.1007/s10895-011-1006-0"
19,IR820,"CC1(C)\C(=C/C=C2\CCCC(\C=C\C3=[N+](CCCCS([O-])(=O)=O)C4=C(C5=CC=CC=C5C=C4)C3(C)C)=C2Cl)N(CCCCS([O-])(=O)=O)C2=C1C1=CC=CC=C1C=C2 |c:13,27,29,32,38,51,56,58,61,t:23,25,54|",Cyanine,DMSO,,#N/A,,#N/A,#N/A,0.5,2,"Patra, D., Malaeb, N. N., Haddadin, M. J., & Kurth, M. J. (2012). Influence of substituent and solvent on the radiative process of singlet excited states of novel cyclic azacyanine derivatives. Journal of Fluorescence, 22(2), 707–717. https://doi.org/10.1007/s10895-011-1006-0"
20,IR820,"CC1(C)\C(=C/C=C2\CCCC(\C=C\C3=[N+](CCCCS([O-])(=O)=O)C4=C(C5=CC=CC=C5C=C4)C3(C)C)=C2Cl)N(CCCCS([O-])(=O)=O)C2=C1C1=CC=CC=C1C=C2 |c:13,27,29,32,38,51,56,58,61,t:23,25,54|",Cyanine,DCM,,#N/A,,#N/A,#N/A,0.59,1.694915254,"Patra, D., Malaeb, N. N., Haddadin, M. J., & Kurth, M. J. (2012). Influence of substituent and solvent on the radiative process of singlet excited states of novel cyclic azacyanine derivatives. Journal of Fluorescence, 22(2), 707–717. https://doi.org/10.1007/s10895-011-1006-0"
21,IR820,"CC1(C)\C(=C/C=C2\CCCC(\C=C\C3=[N+](CCCCS([O-])(=O)=O)C4=C(C5=CC=CC=C5C=C4)C3(C)C)=C2Cl)N(CCCCS([O-])(=O)=O)C2=C1C1=CC=CC=C1C=C2 |c:13,27,29,32,38,51,56,58,61,t:23,25,54|",Cyanine,Chloroform,,#N/A,,#N/A,#N/A,0.73,1.369863014,"Patra, D., Malaeb, N. N., Haddadin, M. J., & Kurth, M. J. (2012). Influence of substituent and solvent on the radiative process of singlet excited states of novel cyclic azacyanine derivatives. Journal of Fluorescence, 22(2), 707–717. https://doi.org/10.1007/s10895-011-1006-0"
22,IR820_1,"CC1(C)\C(=C/C=C2\CCCC(\C=C\C3=[N+](CCCCS([O-])(=O)=O)C4=C(C5=CC=CC=C5C=C4)C3(C)C)=C2C2=CC=C(C=C2)C(O)=O)N(CCCCS([O-])(=O)=O)C2=C1C1=CC=CC=C1C=C2 |c:13,27,29,32,38,43,45,60,65,67,70,t:23,25,41,63|",Cyanine,Water,,#N/A,,#N/A,#N/A,0.2,5,"Berezin, M. Y., Zhan, C., Lee, H., Joo, C., Akers, W. J., Yazdanfar, S., & Achilefu, S. (2011). Two-photon optical properties of near-infrared dyes at 1.55 μm excitation. Journal of Physical Chemistry B, 115(39), 11530–11535. https://doi.org/10.1021/jp207618e"
23,IR820_1,"CC1(C)\C(=C/C=C2\CCCC(\C=C\C3=[N+](CCCCS([O-])(=O)=O)C4=C(C5=CC=CC=C5C=C4)C3(C)C)=C2C2=CC=C(C=C2)C(O)=O)N(CCCCS([O-])(=O)=O)C2=C1C1=CC=CC=C1C=C2 |c:13,27,29,32,38,43,45,60,65,67,70,t:23,25,41,63|",Cyanine,Methanol,800,1.5498,811,1.528779285,0.021020715,0.61,1.639344262,"Berezin, M. Y., Zhan, C., Lee, H., Joo, C., Akers, W. J., Yazdanfar, S., & Achilefu, S. (2011). Two-photon optical properties of near-infrared dyes at 1.55 μm excitation. Journal of Physical Chemistry B, 115(39), 11530–11535. https://doi.org/10.1021/jp207618e"
24,IR820_1,"CC1(C)\C(=C/C=C2\CCCC(\C=C\C3=[N+](CCCCS([O-])(=O)=O)C4=C(C5=CC=CC=C5C=C4)C3(C)C)=C2C2=CC=C(C=C2)C(O)=O)N(CCCCS([O-])(=O)=O)C2=C1C1=CC=CC=C1C=C2 |c:13,27,29,32,38,43,45,60,65,67,70,t:23,25,41,63|",Cyanine,Ethanol,,#N/A,,#N/A,#N/A,0.69,1.449275362,"Berezin, M. Y., Zhan, C., Lee, H., Joo, C., Akers, W. J., Yazdanfar, S., & Achilefu, S. (2011). Two-photon optical properties of near-infrared dyes at 1.55 μm excitation. Journal of Physical Chemistry B, 115(39), 11530–11535. https://doi.org/10.1021/jp207618e"
25,IR820_1,"CC1(C)\C(=C/C=C2\CCCC(\C=C\C3=[N+](CCCCS([O-])(=O)=O)C4=C(C5=CC=CC=C5C=C4)C3(C)C)=C2C2=CC=C(C=C2)C(O)=O)N(CCCCS([O-])(=O)=O)C2=C1C1=CC=CC=C1C=C2 |c:13,27,29,32,38,43,45,60,65,67,70,t:23,25,41,63|",Cyanine,Acetone,,#N/A,,#N/A,#N/A,0.84,1.19047619,"Berezin, M. Y., Zhan, C., Lee, H., Joo, C., Akers, W. J., Yazdanfar, S., & Achilefu, S. (2011). Two-photon optical properties of near-infrared dyes at 1.55 μm excitation. Journal of Physical Chemistry B, 115(39), 11530–11535. https://doi.org/10.1021/jp207618e"
26,IR820_1,"CC1(C)\C(=C/C=C2\CCCC(\C=C\C3=[N+](CCCCS([O-])(=O)=O)C4=C(C5=CC=CC=C5C=C4)C3(C)C)=C2C2=CC=C(C=C2)C(O)=O)N(CCCCS([O-])(=O)=O)C2=C1C1=CC=CC=C1C=C2 |c:13,27,29,32,38,43,45,60,65,67,70,t:23,25,41,63|",Cyanine,DMSO,,#N/A,,#N/A,#N/A,0.98,1.020408163,"Berezin, M. Y., Zhan, C., Lee, H., Joo, C., Akers, W. J., Yazdanfar, S., & Achilefu, S. (2011). Two-photon optical properties of near-infrared dyes at 1.55 μm excitation. Journal of Physical Chemistry B, 115(39), 11530–11535. https://doi.org/10.1021/jp207618e"
27,IR820_1,"CC1(C)\C(=C/C=C2\CCCC(\C=C\C3=[N+](CCCCS([O-])(=O)=O)C4=C(C5=CC=CC=C5C=C4)C3(C)C)=C2C2=CC=C(C=C2)C(O)=O)N(CCCCS([O-])(=O)=O)C2=C1C1=CC=CC=C1C=C2 |c:13,27,29,32,38,43,45,60,65,67,70,t:23,25,41,63|",Cyanine,DCM,,#N/A,,#N/A,#N/A,1.34,0.746268657,"Berezin, M. Y., Zhan, C., Lee, H., Joo, C., Akers, W. J., Yazdanfar, S., & Achilefu, S. (2011). Two-photon optical properties of near-infrared dyes at 1.55 μm excitation. Journal of Physical Chemistry B, 115(39), 11530–11535. https://doi.org/10.1021/jp207618e"
28,IR820_1,"CC1(C)\C(=C/C=C2\CCCC(\C=C\C3=[N+](CCCCS([O-])(=O)=O)C4=C(C5=CC=CC=C5C=C4)C3(C)C)=C2C2=CC=C(C=C2)C(O)=O)N(CCCCS([O-])(=O)=O)C2=C1C1=CC=CC=C1C=C2 |c:13,27,29,32,38,43,45,60,65,67,70,t:23,25,41,63|",Cyanine,Chloroform,,#N/A,,#N/A,#N/A,1.62,0.617283951,"Berezin, M. Y., Zhan, C., Lee, H., Joo, C., Akers, W. J., Yazdanfar, S., & Achilefu, S. (2011). Two-photon optical properties of near-infrared dyes at 1.55 μm excitation. Journal of Physical Chemistry B, 115(39), 11530–11535. https://doi.org/10.1021/jp207618e"
29,IR820_2,"CC1(C)\C(=C/C=C2\CCCC(\C=C\C3=[N+](CCCCS([O-])(=O)=O)C4=C(C=CC=C4)C3(C)C)=C2C2=CC=C(C=C2)C(O)=O)N(CCCCS([O-])(=O)=O)C2=C1C=CC=C2 |c:13,25,27,33,38,40,55,58,60,t:23,36|",Cyanine,Water,,#N/A,,#N/A,#N/A,0.44,2.272727273,"Funabiki, K., Saito, Y., Kikuchi, T., Yagi, K., Kubota, Y., Inuzuka, T., Miwa, Y., Yoshida, M., Sakurada, O., & Kutsumizu, S. (2019). Aromatic fluorine-induced one-pot synthesis of ring-perfluorinated trimethine cyanine dye and its remarkable fluorescence properties. Journal of Organic Chemistry, 84(7), 4372–4380. https://doi.org/10.1021/acs.joc.9b00378"
30,IR820_2,"CC1(C)\C(=C/C=C2\CCCC(\C=C\C3=[N+](CCCCS([O-])(=O)=O)C4=C(C=CC=C4)C3(C)C)=C2C2=CC=C(C=C2)C(O)=O)N(CCCCS([O-])(=O)=O)C2=C1C=CC=C2 |c:13,25,27,33,38,40,55,58,60,t:23,36|",Cyanine,Methanol,765,1.620705882,780,1.589538462,0.031167421,0.98,1.020408163,"Funabiki, K., Saito, Y., Kikuchi, T., Yagi, K., Kubota, Y., Inuzuka, T., Miwa, Y., Yoshida, M., Sakurada, O., & Kutsumizu, S. (2019). Aromatic fluorine-induced one-pot synthesis of ring-perfluorinated trimethine cyanine dye and its remarkable fluorescence properties. Journal of Organic Chemistry, 84(7), 4372–4380. https://doi.org/10.1021/acs.joc.9b00378"
31,IR820_2,"CC1(C)\C(=C/C=C2\CCCC(\C=C\C3=[N+](CCCCS([O-])(=O)=O)C4=C(C=CC=C4)C3(C)C)=C2C2=CC=C(C=C2)C(O)=O)N(CCCCS([O-])(=O)=O)C2=C1C=CC=C2 |c:13,25,27,33,38,40,55,58,60,t:23,36|",Cyanine,Ethanol,,#N/A,,#N/A,#N/A,1.25,0.8,"Funabiki, K., Saito, Y., Kikuchi, T., Yagi, K., Kubota, Y., Inuzuka, T., Miwa, Y., Yoshida, M., Sakurada, O., & Kutsumizu, S. (2019). Aromatic fluorine-induced one-pot synthesis of ring-perfluorinated trimethine cyanine dye and its remarkable fluorescence properties. Journal of Organic Chemistry, 84(7), 4372–4380. https://doi.org/10.1021/acs.joc.9b00378"
32,IR820_2,"CC1(C)\C(=C/C=C2\CCCC(\C=C\C3=[N+](CCCCS([O-])(=O)=O)C4=C(C=CC=C4)C3(C)C)=C2C2=CC=C(C=C2)C(O)=O)N(CCCCS([O-])(=O)=O)C2=C1C=CC=C2 |c:13,25,27,33,38,40,55,58,60,t:23,36|",Cyanine,Acetone,,#N/A,,#N/A,#N/A,1.13,0.884955752,"Funabiki, K., Saito, Y., Kikuchi, T., Yagi, K., Kubota, Y., Inuzuka, T., Miwa, Y., Yoshida, M., Sakurada, O., & Kutsumizu, S. (2019). Aromatic fluorine-induced one-pot synthesis of ring-perfluorinated trimethine cyanine dye and its remarkable fluorescence properties. Journal of Organic Chemistry, 84(7), 4372–4380. https://doi.org/10.1021/acs.joc.9b00378"
33,IR820_2,"CC1(C)\C(=C/C=C2\CCCC(\C=C\C3=[N+](CCCCS([O-])(=O)=O)C4=C(C=CC=C4)C3(C)C)=C2C2=CC=C(C=C2)C(O)=O)N(CCCCS([O-])(=O)=O)C2=C1C=CC=C2 |c:13,25,27,33,38,40,55,58,60,t:23,36|",Cyanine,DMSO,,#N/A,,#N/A,#N/A,1.48,0.675675676,"Funabiki, K., Saito, Y., Kikuchi, T., Yagi, K., Kubota, Y., Inuzuka, T., Miwa, Y., Yoshida, M., Sakurada, O., & Kutsumizu, S. (2019). Aromatic fluorine-induced one-pot synthesis of ring-perfluorinated trimethine cyanine dye and its remarkable fluorescence properties. Journal of Organic Chemistry, 84(7), 4372–4380. https://doi.org/10.1021/acs.joc.9b00378"
34,IR820_2,"CC1(C)\C(=C/C=C2\CCCC(\C=C\C3=[N+](CCCCS([O-])(=O)=O)C4=C(C=CC=C4)C3(C)C)=C2C2=CC=C(C=C2)C(O)=O)N(CCCCS([O-])(=O)=O)C2=C1C=CC=C2 |c:13,25,27,33,38,40,55,58,60,t:23,36|",Cyanine,DCM,,#N/A,,#N/A,#N/A,1.24,0.806451613,"Funabiki, K., Saito, Y., Kikuchi, T., Yagi, K., Kubota, Y., Inuzuka, T., Miwa, Y., Yoshida, M., Sakurada, O., & Kutsumizu, S. (2019). Aromatic fluorine-induced one-pot synthesis of ring-perfluorinated trimethine cyanine dye and its remarkable fluorescence properties. Journal of Organic Chemistry, 84(7), 4372–4380. https://doi.org/10.1021/acs.joc.9b00378"
35,IR820_2,"CC1(C)\C(=C/C=C2\CCCC(\C=C\C3=[N+](CCCCS([O-])(=O)=O)C4=C(C=CC=C4)C3(C)C)=C2C2=CC=C(C=C2)C(O)=O)N(CCCCS([O-])(=O)=O)C2=C1C=CC=C2 |c:13,25,27,33,38,40,55,58,60,t:23,36|",Cyanine,Chloroform,,#N/A,,#N/A,#N/A,1.3,0.769230769,"Funabiki, K., Saito, Y., Kikuchi, T., Yagi, K., Kubota, Y., Inuzuka, T., Miwa, Y., Yoshida, M., Sakurada, O., & Kutsumizu, S. (2019). Aromatic fluorine-induced one-pot synthesis of ring-perfluorinated trimethine cyanine dye and its remarkable fluorescence properties. Journal of Organic Chemistry, 84(7), 4372–4380. https://doi.org/10.1021/acs.joc.9b00378"
36,IR820_3,"OC(=O)C1=CC=C(C=C1)C1=C(CCC\C\1=C/C=C1\SC2=C(C=CC=C2)N1CCCCS([O-])(=O)=O)\C=C\C1=[N+](CCCCS([O-])(=O)=O)C2=C(S1)C=CC=C2 |c:5,7,23,25,40,50,54,56,t:3,10,21|",Cyanine,Water,,#N/A,,#N/A,#N/A,0.33,3.03030303,"Guarin, C. A., Villabona-Monsalve, J. P., López-Arteaga, R., & Peon, J. (2013). Dynamics of the higher lying excited states of cyanine dyes. An ultrafast fluorescence study. Journal of Physical Chemistry B, 117(24), 7352–7362. https://doi.org/10.1021/jp400278t"
37,IR820_3,"OC(=O)C1=CC=C(C=C1)C1=C(CCC\C\1=C/C=C1\SC2=C(C=CC=C2)N1CCCCS([O-])(=O)=O)\C=C\C1=[N+](CCCCS([O-])(=O)=O)C2=C(S1)C=CC=C2 |c:5,7,23,25,40,50,54,56,t:3,10,21|",Cyanine,Methanol,800,1.5498,813,1.52501845,0.02478155,0.72,1.388888889,"Guarin, C. A., Villabona-Monsalve, J. P., López-Arteaga, R., & Peon, J. (2013). Dynamics of the higher lying excited states of cyanine dyes. An ultrafast fluorescence study. Journal of Physical Chemistry B, 117(24), 7352–7362. https://doi.org/10.1021/jp400278t"
38,IR820_3,"OC(=O)C1=CC=C(C=C1)C1=C(CCC\C\1=C/C=C1\SC2=C(C=CC=C2)N1CCCCS([O-])(=O)=O)\C=C\C1=[N+](CCCCS([O-])(=O)=O)C2=C(S1)C=CC=C2 |c:5,7,23,25,40,50,54,56,t:3,10,21|",Cyanine,Ethanol,,#N/A,,#N/A,#N/A,0.93,1.075268817,"Guarin, C. A., Villabona-Monsalve, J. P., López-Arteaga, R., & Peon, J. (2013). Dynamics of the higher lying excited states of cyanine dyes. An ultrafast fluorescence study. Journal of Physical Chemistry B, 117(24), 7352–7362. https://doi.org/10.1021/jp400278t"
39,IR820_3,"OC(=O)C1=CC=C(C=C1)C1=C(CCC\C\1=C/C=C1\SC2=C(C=CC=C2)N1CCCCS([O-])(=O)=O)\C=C\C1=[N+](CCCCS([O-])(=O)=O)C2=C(S1)C=CC=C2 |c:5,7,23,25,40,50,54,56,t:3,10,21|",Cyanine,Acetone,,#N/A,,#N/A,#N/A,1.08,0.925925926,"Guarin, C. A., Villabona-Monsalve, J. P., López-Arteaga, R., & Peon, J. (2013). Dynamics of the higher lying excited states of cyanine dyes. An ultrafast fluorescence study. Journal of Physical Chemistry B, 117(24), 7352–7362. https://doi.org/10.1021/jp400278t"
40,IR820_3,"OC(=O)C1=CC=C(C=C1)C1=C(CCC\C\1=C/C=C1\SC2=C(C=CC=C2)N1CCCCS([O-])(=O)=O)\C=C\C1=[N+](CCCCS([O-])(=O)=O)C2=C(S1)C=CC=C2 |c:5,7,23,25,40,50,54,56,t:3,10,21|",Cyanine,DMSO,,#N/A,,#N/A,#N/A,1.26,0.793650794,"Guarin, C. A., Villabona-Monsalve, J. P., López-Arteaga, R., & Peon, J. (2013). Dynamics of the higher lying excited states of cyanine dyes. An ultrafast fluorescence study. Journal of Physical Chemistry B, 117(24), 7352–7362. https://doi.org/10.1021/jp400278t"
41,IR820_3,"OC(=O)C1=CC=C(C=C1)C1=C(CCC\C\1=C/C=C1\SC2=C(C=CC=C2)N1CCCCS([O-])(=O)=O)\C=C\C1=[N+](CCCCS([O-])(=O)=O)C2=C(S1)C=CC=C2 |c:5,7,23,25,40,50,54,56,t:3,10,21|",Cyanine,DCM,,#N/A,,#N/A,#N/A,1.19,0.840336134,"Guarin, C. A., Villabona-Monsalve, J. P., López-Arteaga, R., & Peon, J. (2013). Dynamics of the higher lying excited states of cyanine dyes. An ultrafast fluorescence study. Journal of Physical Chemistry B, 117(24), 7352–7362. https://doi.org/10.1021/jp400278t"
