year,material,role,voc,voc_units,jsc,jsc_units,ff,ff_units,pce_percent,paper_title,doi,journal,source_url,local_file,property_context
2025,Tagetes erecta,sensitizer_dye,,,,,1.21,%,1.21,Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC,10.1016/j.nxmate.2025.100875,Next Materials,https://www.sciencedirect.com/science/article/pii/S2949822825003934,database_2018_13516220/doaj_2020_2026/scraped/raw/10.1016_j.nxmate.2025.100875.html,"nanoparticle synthesis and as a sensitizer dye in DSSC. • TiO 2 capped with hexane extract exhibited a photo-conversion efficiency of 1.21 %. Abstract This study utilizes acetonitrile (ACN), DI-water, and hexane as solvents, investigating their extraction effi Tagetes erecta (marigold) flower extrac | ncy of 1.21 %. Abstract This study utilizes acetonitrile (ACN), DI-water, and hexane as solvents, investigating their extraction effi Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC - ScienceDirect JavaScript is d | le (ACN), DI-water, and hexane as solvents, investigating their extraction effi Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC - ScienceDirect JavaScript is disabled on your browser. Please enable JavaScript to u | rch ScienceDirect Next Materials Volume 8 , July 2025 , 100875 Research article Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO 2 photoanode based DSSC Author links open overlay panel Himanshu Patel , Shubham Sharma , Sakshi Singh , Nik"
2025,TiO2,photoanode_semiconductor,,,,,1.21,%,1.21,Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC,10.1016/j.nxmate.2025.100875,Next Materials,https://www.sciencedirect.com/science/article/pii/S2949822825003934,database_2018_13516220/doaj_2020_2026/scraped/raw/10.1016_j.nxmate.2025.100875.html,"nanoparticle synthesis and as a sensitizer dye in DSSC. • TiO 2 capped with hexane extract exhibited a photo-conversion efficiency of 1.21 %. Abstract This study utilizes acetonitrile (ACN), DI-water, and hexane as solvents, investigating their extraction effi Tagetes erecta (marigold) flower extrac | ncy of 1.21 %. Abstract This study utilizes acetonitrile (ACN), DI-water, and hexane as solvents, investigating their extraction effi Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC - ScienceDirect JavaScript is d | le (ACN), DI-water, and hexane as solvents, investigating their extraction effi Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC - ScienceDirect JavaScript is disabled on your browser. Please enable JavaScript to u | rch ScienceDirect Next Materials Volume 8 , July 2025 , 100875 Research article Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO 2 photoanode based DSSC Author links open overlay panel Himanshu Patel , Shubham Sharma , Sakshi Singh , Nik"
2025,marigold,material_candidate,,,,,1.21,%,1.21,Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC,10.1016/j.nxmate.2025.100875,Next Materials,https://www.sciencedirect.com/science/article/pii/S2949822825003934,database_2018_13516220/doaj_2020_2026/scraped/raw/10.1016_j.nxmate.2025.100875.html,"nanoparticle synthesis and as a sensitizer dye in DSSC. • TiO 2 capped with hexane extract exhibited a photo-conversion efficiency of 1.21 %. Abstract This study utilizes acetonitrile (ACN), DI-water, and hexane as solvents, investigating their extraction effi Tagetes erecta (marigold) flower extrac | ncy of 1.21 %. Abstract This study utilizes acetonitrile (ACN), DI-water, and hexane as solvents, investigating their extraction effi Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC - ScienceDirect JavaScript is d | le (ACN), DI-water, and hexane as solvents, investigating their extraction effi Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC - ScienceDirect JavaScript is disabled on your browser. Please enable JavaScript to u | rch ScienceDirect Next Materials Volume 8 , July 2025 , 100875 Research article Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO 2 photoanode based DSSC Author links open overlay panel Himanshu Patel , Shubham Sharma , Sakshi Singh , Nik"
2025,TiO2,photoanode_semiconductor,,,,,,,,Synergistic Effect of Acacia (Cassia siamea) Leaves Extract in Green Synthesis of Ag/TiO2 Nanostructures for Dye-Sensitized Solar Cells,10.53293/jasn.2025.7620.1343,Journal of Applied Sciences and Nanotechnology,https://jasn.uotechnology.edu.iq/article_24955_1f937f7bac0e9ca1464d9dfe29a17fb6.pdf,database_2018_13516220/doaj_2020_2026/scraped/raw/10.53293_jasn.2025.7620.1343.pdf,
2025,Cassia siamea,material_candidate,,,,,,,,Synergistic Effect of Acacia (Cassia siamea) Leaves Extract in Green Synthesis of Ag/TiO2 Nanostructures for Dye-Sensitized Solar Cells,10.53293/jasn.2025.7620.1343,Journal of Applied Sciences and Nanotechnology,https://jasn.uotechnology.edu.iq/article_24955_1f937f7bac0e9ca1464d9dfe29a17fb6.pdf,database_2018_13516220/doaj_2020_2026/scraped/raw/10.53293_jasn.2025.7620.1343.pdf,
2025,Acacia,material_candidate,,,,,,,,Synergistic Effect of Acacia (Cassia siamea) Leaves Extract in Green Synthesis of Ag/TiO2 Nanostructures for Dye-Sensitized Solar Cells,10.53293/jasn.2025.7620.1343,Journal of Applied Sciences and Nanotechnology,https://jasn.uotechnology.edu.iq/article_24955_1f937f7bac0e9ca1464d9dfe29a17fb6.pdf,database_2018_13516220/doaj_2020_2026/scraped/raw/10.53293_jasn.2025.7620.1343.pdf,
2025,TiO2,photoanode_semiconductor,,,,,4.40,%,4.4,Sustainable synthesis of TiO2 nanoparticles from gambier leaf extract for enhanced DSSC photocurrent response,10.1016/j.rinma.2025.100752,Results in Materials,https://www.sciencedirect.com/science/article/pii/S2590048X25000974,database_2018_13516220/doaj_2020_2026/scraped/raw/10.1016_j.rinma.2025.100752.html,"dgap of 3.07 eV. Remarkably, TiO2 NPs synthesized with gambier extract and 50 % acetylacetone achieved the highest DSSC efficiency of 4.40 %, significantly outperforming commercial TiO2 (2.83 %). These findings demonstrate the potential of plant-based synthesi | gap of 3.07 eV. Remarkably, TiO 2 NPs | ynthesi | gap of 3.07 eV. Remarkably, TiO 2 NPs synthesized with gambier extract and 50 % acetylacetone achieved the highest DSSC efficiency of 4.40 %, significantly outperforming commercial TiO 2 (2.83 %). These findings demonstrate the potential of plant-based synthes Sustainable synthesis of TiO2 nanoparti | pectroscopy (FTIR). The optical, structural, and morphological properties of the synthesized NPs were investigated using UV–Vis diffuse reflectance spectroscopy (UV-DRS), X-ray diffraction (XRD), field emission electron microscopy coupled with energy dispersive X-ray spectroscopy (FESEM/EDS), Raman sp | morphological properties of the synthesized NPs were investigated using UV–Vis diffuse reflectance spectroscopy (UV-DRS), X-ray diffraction (XRD), field emission electron microscopy coupled with energy dispersive X-ray spectroscopy (FESEM/EDS), Raman spectroscopy, and high-resolution transmission elec"
2025,curcumin,sensitizer_dye,656,mV,1.36,mA/cm²,8.15,%,20.61,Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and Natural P. pterocarpum Dye for Dual Energy and Low-Light Sensing: The Synergistic Role of ZnO Nanorods and Natural Dyes,10.29130/dubited.1668896,Düzce Üniversitesi Bilim ve Teknoloji Dergisi,https://dergipark.org.tr/tr/download/article-file/4740469,database_2018_13516220/doaj_2020_2026/scraped/raw/10.29130_dubited.1668896.html,"tion understandard illumination and superior sensitivity under ultra-low light. Under standard illumination, thehighest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P.pterocarpum-based cells also exhibited competitive | on under standard illumination and superi | etitive | on under standard illumination and superior sensitivity under ultra-low light. Under standard illumination, the highest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P. pterocarpum-based cells also exhibited competitive | scenarios. In 1991, Michael Grätzel and | petitive | scenarios. In 1991, Michael Grätzel and colleagues introduced a DSSC using TiO₂ and a ruthenium-based dye, achieving a power conversion efficiency of up to 13% [5]. DSSCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant | advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with Cd"
2025,Pomegranate,sensitizer_dye,656,mV,1.36,mA/cm²,8.15,%,20.61,Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and Natural P. pterocarpum Dye for Dual Energy and Low-Light Sensing: The Synergistic Role of ZnO Nanorods and Natural Dyes,10.29130/dubited.1668896,Düzce Üniversitesi Bilim ve Teknoloji Dergisi,https://dergipark.org.tr/tr/download/article-file/4740469,database_2018_13516220/doaj_2020_2026/scraped/raw/10.29130_dubited.1668896.html,"tion understandard illumination and superior sensitivity under ultra-low light. Under standard illumination, thehighest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P.pterocarpum-based cells also exhibited competitive | on under standard illumination and superi | etitive | on under standard illumination and superior sensitivity under ultra-low light. Under standard illumination, the highest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P. pterocarpum-based cells also exhibited competitive | scenarios. In 1991, Michael Grätzel and | petitive | scenarios. In 1991, Michael Grätzel and colleagues introduced a DSSC using TiO₂ and a ruthenium-based dye, achieving a power conversion efficiency of up to 13% [5]. DSSCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant | advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with Cd"
2025,P.pterocarpum,sensitizer_dye,656,mV,1.36,mA/cm²,8.15,%,20.61,Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and Natural P. pterocarpum Dye for Dual Energy and Low-Light Sensing: The Synergistic Role of ZnO Nanorods and Natural Dyes,10.29130/dubited.1668896,Düzce Üniversitesi Bilim ve Teknoloji Dergisi,https://dergipark.org.tr/tr/download/article-file/4740469,database_2018_13516220/doaj_2020_2026/scraped/raw/10.29130_dubited.1668896.html,"tion understandard illumination and superior sensitivity under ultra-low light. Under standard illumination, thehighest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P.pterocarpum-based cells also exhibited competitive | on under standard illumination and superi | etitive | on under standard illumination and superior sensitivity under ultra-low light. Under standard illumination, the highest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P. pterocarpum-based cells also exhibited competitive | scenarios. In 1991, Michael Grätzel and | petitive | scenarios. In 1991, Michael Grätzel and colleagues introduced a DSSC using TiO₂ and a ruthenium-based dye, achieving a power conversion efficiency of up to 13% [5]. DSSCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant | advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with Cd"
2025,P. pterocarpum,sensitizer_dye,656,mV,1.36,mA/cm²,8.15,%,20.61,Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and Natural P. pterocarpum Dye for Dual Energy and Low-Light Sensing: The Synergistic Role of ZnO Nanorods and Natural Dyes,10.29130/dubited.1668896,Düzce Üniversitesi Bilim ve Teknoloji Dergisi,https://dergipark.org.tr/tr/download/article-file/4740469,database_2018_13516220/doaj_2020_2026/scraped/raw/10.29130_dubited.1668896.html,"tion understandard illumination and superior sensitivity under ultra-low light. Under standard illumination, thehighest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P.pterocarpum-based cells also exhibited competitive | on under standard illumination and superi | etitive | on under standard illumination and superior sensitivity under ultra-low light. Under standard illumination, the highest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P. pterocarpum-based cells also exhibited competitive | scenarios. In 1991, Michael Grätzel and | petitive | scenarios. In 1991, Michael Grätzel and colleagues introduced a DSSC using TiO₂ and a ruthenium-based dye, achieving a power conversion efficiency of up to 13% [5]. DSSCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant | advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with Cd"
2025,ZnO,photoanode_semiconductor,656,mV,1.36,mA/cm²,8.15,%,20.61,Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and Natural P. pterocarpum Dye for Dual Energy and Low-Light Sensing: The Synergistic Role of ZnO Nanorods and Natural Dyes,10.29130/dubited.1668896,Düzce Üniversitesi Bilim ve Teknoloji Dergisi,https://dergipark.org.tr/tr/download/article-file/4740469,database_2018_13516220/doaj_2020_2026/scraped/raw/10.29130_dubited.1668896.html,"tion understandard illumination and superior sensitivity under ultra-low light. Under standard illumination, thehighest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P.pterocarpum-based cells also exhibited competitive | on under standard illumination and superi | etitive | on under standard illumination and superior sensitivity under ultra-low light. Under standard illumination, the highest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P. pterocarpum-based cells also exhibited competitive | scenarios. In 1991, Michael Grätzel and | petitive | scenarios. In 1991, Michael Grätzel and colleagues introduced a DSSC using TiO₂ and a ruthenium-based dye, achieving a power conversion efficiency of up to 13% [5]. DSSCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant | advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with Cd"
2025,TiO2,photoanode_semiconductor,656,mV,1.36,mA/cm²,8.15,%,20.61,Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and Natural P. pterocarpum Dye for Dual Energy and Low-Light Sensing: The Synergistic Role of ZnO Nanorods and Natural Dyes,10.29130/dubited.1668896,Düzce Üniversitesi Bilim ve Teknoloji Dergisi,https://dergipark.org.tr/tr/download/article-file/4740469,database_2018_13516220/doaj_2020_2026/scraped/raw/10.29130_dubited.1668896.html,"tion understandard illumination and superior sensitivity under ultra-low light. Under standard illumination, thehighest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P.pterocarpum-based cells also exhibited competitive | on under standard illumination and superi | etitive | on under standard illumination and superior sensitivity under ultra-low light. Under standard illumination, the highest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P. pterocarpum-based cells also exhibited competitive | scenarios. In 1991, Michael Grätzel and | petitive | scenarios. In 1991, Michael Grätzel and colleagues introduced a DSSC using TiO₂ and a ruthenium-based dye, achieving a power conversion efficiency of up to 13% [5]. DSSCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant | advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with Cd"
2025,graphene,counter_electrode_or_additive,656,mV,1.36,mA/cm²,8.15,%,20.61,Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and Natural P. pterocarpum Dye for Dual Energy and Low-Light Sensing: The Synergistic Role of ZnO Nanorods and Natural Dyes,10.29130/dubited.1668896,Düzce Üniversitesi Bilim ve Teknoloji Dergisi,https://dergipark.org.tr/tr/download/article-file/4740469,database_2018_13516220/doaj_2020_2026/scraped/raw/10.29130_dubited.1668896.html,"tion understandard illumination and superior sensitivity under ultra-low light. Under standard illumination, thehighest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P.pterocarpum-based cells also exhibited competitive | on under standard illumination and superi | etitive | on under standard illumination and superior sensitivity under ultra-low light. Under standard illumination, the highest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P. pterocarpum-based cells also exhibited competitive | scenarios. In 1991, Michael Grätzel and | petitive | scenarios. In 1991, Michael Grätzel and colleagues introduced a DSSC using TiO₂ and a ruthenium-based dye, achieving a power conversion efficiency of up to 13% [5]. DSSCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant | advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with Cd"
2025,carbon,counter_electrode_or_additive,656,mV,1.36,mA/cm²,8.15,%,20.61,Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and Natural P. pterocarpum Dye for Dual Energy and Low-Light Sensing: The Synergistic Role of ZnO Nanorods and Natural Dyes,10.29130/dubited.1668896,Düzce Üniversitesi Bilim ve Teknoloji Dergisi,https://dergipark.org.tr/tr/download/article-file/4740469,database_2018_13516220/doaj_2020_2026/scraped/raw/10.29130_dubited.1668896.html,"tion understandard illumination and superior sensitivity under ultra-low light. Under standard illumination, thehighest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P.pterocarpum-based cells also exhibited competitive | on under standard illumination and superi | etitive | on under standard illumination and superior sensitivity under ultra-low light. Under standard illumination, the highest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P. pterocarpum-based cells also exhibited competitive | scenarios. In 1991, Michael Grätzel and | petitive | scenarios. In 1991, Michael Grätzel and colleagues introduced a DSSC using TiO₂ and a ruthenium-based dye, achieving a power conversion efficiency of up to 13% [5]. DSSCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant | advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with Cd"
2025,pomegranate,sensitizer_dye,,,,,0.1015,%,6.8,Study on dye-sensitized solar cell efficiency improvement using methyl orange dye,10.1007/s40243-025-00296-9,Materials for Renewable and Sustainable Energy,https://link.springer.com/article/10.1007/s40243-025-00296-9?error=cookies_not_supported&code=585d500e-473b-44fd-9e95-7f79fe5bfc97,database_2018_13516220/doaj_2020_2026/scraped/raw/10.1007_s40243-025-00296-9.html,"y. Similarly, D. Sinha et al. used natural dyes (i.e., Purple cabbage, Beetroot and their mixture) [ 17 ] and found the efficiency of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of | ncy of 0.1015%, 0.17% and 0.3827% res | he efficiency of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of | ncy of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of 0.24% [ 2 ] as given in Table | ency of | ncy of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of 0.24% [ 2 ] as given in Table 1 . In this present work three different types of dyes i.e., methyl orange, methylene blue and | . In the present work, fabrication of D | he methyl orange as a dye and found the photovoltaic efficiency of 0.24% [ 2 ] as given in Table 1 . In this present work three different types of dyes i.e., methyl orange, methylene blue and | . In the present work, fabrication of DSSC using methyl orange and methylene blue dye have been done and the"
2025,Anthocyanin,sensitizer_dye,,,,,0.1015,%,6.8,Study on dye-sensitized solar cell efficiency improvement using methyl orange dye,10.1007/s40243-025-00296-9,Materials for Renewable and Sustainable Energy,https://link.springer.com/article/10.1007/s40243-025-00296-9?error=cookies_not_supported&code=585d500e-473b-44fd-9e95-7f79fe5bfc97,database_2018_13516220/doaj_2020_2026/scraped/raw/10.1007_s40243-025-00296-9.html,"y. Similarly, D. Sinha et al. used natural dyes (i.e., Purple cabbage, Beetroot and their mixture) [ 17 ] and found the efficiency of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of | ncy of 0.1015%, 0.17% and 0.3827% res | he efficiency of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of | ncy of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of 0.24% [ 2 ] as given in Table | ency of | ncy of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of 0.24% [ 2 ] as given in Table 1 . In this present work three different types of dyes i.e., methyl orange, methylene blue and | . In the present work, fabrication of D | he methyl orange as a dye and found the photovoltaic efficiency of 0.24% [ 2 ] as given in Table 1 . In this present work three different types of dyes i.e., methyl orange, methylene blue and | . In the present work, fabrication of DSSC using methyl orange and methylene blue dye have been done and the"
2025,ZnO,photoanode_semiconductor,,,,,0.1015,%,6.8,Study on dye-sensitized solar cell efficiency improvement using methyl orange dye,10.1007/s40243-025-00296-9,Materials for Renewable and Sustainable Energy,https://link.springer.com/article/10.1007/s40243-025-00296-9?error=cookies_not_supported&code=585d500e-473b-44fd-9e95-7f79fe5bfc97,database_2018_13516220/doaj_2020_2026/scraped/raw/10.1007_s40243-025-00296-9.html,"y. Similarly, D. Sinha et al. used natural dyes (i.e., Purple cabbage, Beetroot and their mixture) [ 17 ] and found the efficiency of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of | ncy of 0.1015%, 0.17% and 0.3827% res | he efficiency of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of | ncy of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of 0.24% [ 2 ] as given in Table | ency of | ncy of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of 0.24% [ 2 ] as given in Table 1 . In this present work three different types of dyes i.e., methyl orange, methylene blue and | . In the present work, fabrication of D | he methyl orange as a dye and found the photovoltaic efficiency of 0.24% [ 2 ] as given in Table 1 . In this present work three different types of dyes i.e., methyl orange, methylene blue and | . In the present work, fabrication of DSSC using methyl orange and methylene blue dye have been done and the"
2025,TiO2,photoanode_semiconductor,,,,,0.1015,%,6.8,Study on dye-sensitized solar cell efficiency improvement using methyl orange dye,10.1007/s40243-025-00296-9,Materials for Renewable and Sustainable Energy,https://link.springer.com/article/10.1007/s40243-025-00296-9?error=cookies_not_supported&code=585d500e-473b-44fd-9e95-7f79fe5bfc97,database_2018_13516220/doaj_2020_2026/scraped/raw/10.1007_s40243-025-00296-9.html,"y. Similarly, D. Sinha et al. used natural dyes (i.e., Purple cabbage, Beetroot and their mixture) [ 17 ] and found the efficiency of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of | ncy of 0.1015%, 0.17% and 0.3827% res | he efficiency of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of | ncy of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of 0.24% [ 2 ] as given in Table | ency of | ncy of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of 0.24% [ 2 ] as given in Table 1 . In this present work three different types of dyes i.e., methyl orange, methylene blue and | . In the present work, fabrication of D | he methyl orange as a dye and found the photovoltaic efficiency of 0.24% [ 2 ] as given in Table 1 . In this present work three different types of dyes i.e., methyl orange, methylene blue and | . In the present work, fabrication of DSSC using methyl orange and methylene blue dye have been done and the"
2025,graphene,counter_electrode_or_additive,,,,,0.1015,%,6.8,Study on dye-sensitized solar cell efficiency improvement using methyl orange dye,10.1007/s40243-025-00296-9,Materials for Renewable and Sustainable Energy,https://link.springer.com/article/10.1007/s40243-025-00296-9?error=cookies_not_supported&code=585d500e-473b-44fd-9e95-7f79fe5bfc97,database_2018_13516220/doaj_2020_2026/scraped/raw/10.1007_s40243-025-00296-9.html,"y. Similarly, D. Sinha et al. used natural dyes (i.e., Purple cabbage, Beetroot and their mixture) [ 17 ] and found the efficiency of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of | ncy of 0.1015%, 0.17% and 0.3827% res | he efficiency of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of | ncy of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of 0.24% [ 2 ] as given in Table | ency of | ncy of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of 0.24% [ 2 ] as given in Table 1 . In this present work three different types of dyes i.e., methyl orange, methylene blue and | . In the present work, fabrication of D | he methyl orange as a dye and found the photovoltaic efficiency of 0.24% [ 2 ] as given in Table 1 . In this present work three different types of dyes i.e., methyl orange, methylene blue and | . In the present work, fabrication of DSSC using methyl orange and methylene blue dye have been done and the"
2025,carbon,counter_electrode_or_additive,,,,,0.1015,%,6.8,Study on dye-sensitized solar cell efficiency improvement using methyl orange dye,10.1007/s40243-025-00296-9,Materials for Renewable and Sustainable Energy,https://link.springer.com/article/10.1007/s40243-025-00296-9?error=cookies_not_supported&code=585d500e-473b-44fd-9e95-7f79fe5bfc97,database_2018_13516220/doaj_2020_2026/scraped/raw/10.1007_s40243-025-00296-9.html,"y. Similarly, D. Sinha et al. used natural dyes (i.e., Purple cabbage, Beetroot and their mixture) [ 17 ] and found the efficiency of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of | ncy of 0.1015%, 0.17% and 0.3827% res | he efficiency of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of | ncy of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of 0.24% [ 2 ] as given in Table | ency of | ncy of 0.1015%, 0.17% and 0.3827% respectively. H. Setyawadi uses the methyl orange as a dye and found the photovoltaic efficiency of 0.24% [ 2 ] as given in Table 1 . In this present work three different types of dyes i.e., methyl orange, methylene blue and | . In the present work, fabrication of D | he methyl orange as a dye and found the photovoltaic efficiency of 0.24% [ 2 ] as given in Table 1 . In this present work three different types of dyes i.e., methyl orange, methylene blue and | . In the present work, fabrication of DSSC using methyl orange and methylene blue dye have been done and the"
