year,dye,semiconductor,electrolyte,substrate,active_area,active_area_units,solar_simulator,voc,voc_units,jsc,jsc_units,ff,ff_units,pce_percent,material,role,paper_title,doi,journal,source_url,local_file,extraction_context,validation_status
2025,Tagetes erecta; marigold,TiO2,,,,,,,,,,1.21,%,1.21,Tagetes erecta,sensitizer_dye,Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC,10.1016/j.nxmate.2025.100875,Next Materials,https://www.sciencedirect.com/science/article/pii/S2949822825003934,database_2018_13516220/doaj_2020_2026/scraped/raw/10.1016_j.nxmate.2025.100875.html,"nanoparticle synthesis and as a sensitizer dye in DSSC. • TiO 2 capped with hexane extract exhibited a photo-conversion efficiency of 1.21 %. Abstract This study utilizes acetonitrile (ACN), DI-water, and hexane as solvents, investigating their extraction effi Tagetes erecta (marigold) flower extract in the different s | o-conversion efficiency of 1.21 %. Abstract This study utilizes acetonitrile (ACN), DI-water, and hexane as solvents, investigating their extraction effi Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC Tagetes erecta (marigold) flower extract in the dif | utilizes acetonitrile (ACN), DI-water, and hexane as solvents, investigating their extraction effi Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer | act in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC - ScienceDirect JavaScript is disabled on your browser. Please enable JavaScript to use all the features | nload full issue Search ScienceDirect Next Materials Volume 8 , July 2025 , 100875 Research article Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO 2 photoanode based DSSC Author links open overlay panel Himanshu Patel , Shubham Sharma , Sakshi Singh , Nikhil Srivastav , Yoga",text_mined_needs_table_validation
2025,Tagetes erecta; marigold,TiO2,,,,,,,,,,1.21,%,1.21,TiO2,photoanode_semiconductor,Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC,10.1016/j.nxmate.2025.100875,Next Materials,https://www.sciencedirect.com/science/article/pii/S2949822825003934,database_2018_13516220/doaj_2020_2026/scraped/raw/10.1016_j.nxmate.2025.100875.html,"nanoparticle synthesis and as a sensitizer dye in DSSC. • TiO 2 capped with hexane extract exhibited a photo-conversion efficiency of 1.21 %. Abstract This study utilizes acetonitrile (ACN), DI-water, and hexane as solvents, investigating their extraction effi Tagetes erecta (marigold) flower extract in the different s | o-conversion efficiency of 1.21 %. Abstract This study utilizes acetonitrile (ACN), DI-water, and hexane as solvents, investigating their extraction effi Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC Tagetes erecta (marigold) flower extract in the dif | utilizes acetonitrile (ACN), DI-water, and hexane as solvents, investigating their extraction effi Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer | act in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC - ScienceDirect JavaScript is disabled on your browser. Please enable JavaScript to use all the features | nload full issue Search ScienceDirect Next Materials Volume 8 , July 2025 , 100875 Research article Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO 2 photoanode based DSSC Author links open overlay panel Himanshu Patel , Shubham Sharma , Sakshi Singh , Nikhil Srivastav , Yoga",text_mined_needs_table_validation
2025,Tagetes erecta; marigold,TiO2,,,,,,,,,,1.21,%,1.21,marigold,material_candidate,Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC,10.1016/j.nxmate.2025.100875,Next Materials,https://www.sciencedirect.com/science/article/pii/S2949822825003934,database_2018_13516220/doaj_2020_2026/scraped/raw/10.1016_j.nxmate.2025.100875.html,"nanoparticle synthesis and as a sensitizer dye in DSSC. • TiO 2 capped with hexane extract exhibited a photo-conversion efficiency of 1.21 %. Abstract This study utilizes acetonitrile (ACN), DI-water, and hexane as solvents, investigating their extraction effi Tagetes erecta (marigold) flower extract in the different s | o-conversion efficiency of 1.21 %. Abstract This study utilizes acetonitrile (ACN), DI-water, and hexane as solvents, investigating their extraction effi Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC Tagetes erecta (marigold) flower extract in the dif | utilizes acetonitrile (ACN), DI-water, and hexane as solvents, investigating their extraction effi Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer | act in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC - ScienceDirect JavaScript is disabled on your browser. Please enable JavaScript to use all the features | nload full issue Search ScienceDirect Next Materials Volume 8 , July 2025 , 100875 Research article Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO 2 photoanode based DSSC Author links open overlay panel Himanshu Patel , Shubham Sharma , Sakshi Singh , Nikhil Srivastav , Yoga",text_mined_needs_table_validation
2025,Cassia siamea,TiO2,,,,,,,,,,,,,TiO2,photoanode_semiconductor,Synergistic Effect of Acacia (Cassia siamea) Leaves Extract in Green Synthesis of Ag/TiO2 Nanostructures for Dye-Sensitized Solar Cells,10.53293/jasn.2025.7620.1343,Journal of Applied Sciences and Nanotechnology,https://jasn.uotechnology.edu.iq/article_24955_1f937f7bac0e9ca1464d9dfe29a17fb6.pdf,database_2018_13516220/doaj_2020_2026/scraped/raw/10.53293_jasn.2025.7620.1343.pdf,Synergistic Effect of Acacia (Cassia siamea) Leaves Extract in Green Synthesis of Ag/TiO2 Nanostructures for Dye-Sensitized Solar Cells,text_mined_needs_table_validation
2025,Cassia siamea,TiO2,,,,,,,,,,,,,Cassia siamea,material_candidate,Synergistic Effect of Acacia (Cassia siamea) Leaves Extract in Green Synthesis of Ag/TiO2 Nanostructures for Dye-Sensitized Solar Cells,10.53293/jasn.2025.7620.1343,Journal of Applied Sciences and Nanotechnology,https://jasn.uotechnology.edu.iq/article_24955_1f937f7bac0e9ca1464d9dfe29a17fb6.pdf,database_2018_13516220/doaj_2020_2026/scraped/raw/10.53293_jasn.2025.7620.1343.pdf,Synergistic Effect of Acacia (Cassia siamea) Leaves Extract in Green Synthesis of Ag/TiO2 Nanostructures for Dye-Sensitized Solar Cells,text_mined_needs_table_validation
2025,Cassia siamea,TiO2,,,,,,,,,,,,,Acacia,material_candidate,Synergistic Effect of Acacia (Cassia siamea) Leaves Extract in Green Synthesis of Ag/TiO2 Nanostructures for Dye-Sensitized Solar Cells,10.53293/jasn.2025.7620.1343,Journal of Applied Sciences and Nanotechnology,https://jasn.uotechnology.edu.iq/article_24955_1f937f7bac0e9ca1464d9dfe29a17fb6.pdf,database_2018_13516220/doaj_2020_2026/scraped/raw/10.53293_jasn.2025.7620.1343.pdf,Synergistic Effect of Acacia (Cassia siamea) Leaves Extract in Green Synthesis of Ag/TiO2 Nanostructures for Dye-Sensitized Solar Cells,text_mined_needs_table_validation
2025,,TiO2; titanium dioxide,,,,,,,,,,4.40,%,4.4,TiO2,photoanode_semiconductor,Sustainable synthesis of TiO2 nanoparticles from gambier leaf extract for enhanced DSSC photocurrent response,10.1016/j.rinma.2025.100752,Results in Materials,https://www.sciencedirect.com/science/article/pii/S2590048X25000974,database_2018_13516220/doaj_2020_2026/scraped/raw/10.1016_j.rinma.2025.100752.html,"dgap of 3.07 eV. Remarkably, TiO2 NPs synthesized with gambier extract and 50 % acetylacetone achieved the highest DSSC efficiency of 4.40 %, significantly outperforming commercial TiO2 (2.83 %). These findings demonstrate the potential of plant-based synthesi | gap of 3.07 eV. Remarkably, TiO 2 NPs synthesized with ga | ial of plant-based synthesi | gap of 3.07 eV. Remarkably, TiO 2 NPs synthesized with gambier extract and 50 % acetylacetone achieved the highest DSSC efficiency of 4.40 %, significantly outperforming commercial TiO 2 (2.83 %). These findings demonstrate the potential of plant-based synthes Sustainable synthesis of TiO2 nanoparticles from gambier le | transform infrared spectroscopy (FTIR). The optical, structural, and morphological properties of the synthesized NPs were investigated using UV–Vis diffuse reflectance spectroscopy (UV-DRS), X-ray diffraction (XRD), field emission electron microscopy coupled with energy dispersive X-ray spectroscopy (FESEM/EDS), Raman spectroscopy, and high | al, structural, and morphological properties of the synthesized NPs were investigated using UV–Vis diffuse reflectance spectroscopy (UV-DRS), X-ray diffraction (XRD), field emission electron microscopy coupled with energy dispersive X-ray spectroscopy (FESEM/EDS), Raman spectroscopy, and high-resolution transmission electron microscopy coup | ergy dispersive X-ray spectroscopy (FESEM/EDS), Raman spectroscopy, and high-resolution transmission electron microscopy coupled with selected area diffraction (HRTEM/SAED). The green-synthesized TiO 2 NPs exhibited a reduced bandgap energy of 3.04 eV compared to 3.2 eV for commercial and ethanol-synthesized counterparts. While acetylaceton",text_mined_needs_table_validation
2025,pomegranate; P. pterocarpum; P.pterocarpum; curcumin,TiO2; ZnO; zinc oxide; tin oxide,iodide/triiodide; electrolyte responsible for regenerating the dye 1236 and facilitating electron transfer within the cell [7–9]; electrolyte into the dye recombine [31]; electrolyte containing an iodide/triiodide redox couple was then injected into the cell gap; electrolyte interface,FTO; ITO; fluorine-doped tin oxide; glass,5,mm²,"illumination and superior sensitivity under ultra-low light; illumination, thehighest efficiency (8; illumination, the highest efficiency (8",656,mV,1.36,mA/cm²,8.15,%,20.61,curcumin,sensitizer_dye,Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and Natural P. pterocarpum Dye for Dual Energy and Low-Light Sensing: The Synergistic Role of ZnO Nanorods and Natural Dyes,10.29130/dubited.1668896,Düzce Üniversitesi Bilim ve Teknoloji Dergisi,https://dergipark.org.tr/tr/download/article-file/4740469,database_2018_13516220/doaj_2020_2026/scraped/raw/10.29130_dubited.1668896.html,"tion understandard illumination and superior sensitivity under ultra-low light. Under standard illumination, thehighest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P.pterocarpum-based cells also exhibited competitive | on under standard illumination and superior sensitivity under | also exhibited competitive | on under standard illumination and superior sensitivity under ultra-low light. Under standard illumination, the highest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P. pterocarpum-based cells also exhibited competitive | scenarios. In 1991, Michael Grätzel and colleagues introduce | s also exhibited competitive | scenarios. In 1991, Michael Grätzel and colleagues introduced a DSSC using TiO₂ and a ruthenium-based dye, achieving a power conversion efficiency of up to 13% [5]. DSSCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendl | SCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with CdS as a co-sensitizer | arge-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with CdS as a co-sensitizer, further efficiency enhancement may be achieved Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and",text_mined_needs_table_validation
2025,Pomegranate; P. pterocarpum; P.pterocarpum; curcumin,TiO2; ZnO; zinc oxide; tin oxide,iodide/triiodide; electrolyte responsible for regenerating the dye 1236 and facilitating electron transfer within the cell [7–9]; electrolyte into the dye recombine [31]; electrolyte containing an iodide/triiodide redox couple was then injected into the cell gap; electrolyte interface,FTO; ITO; fluorine-doped tin oxide; glass,5,mm²,"illumination and superior sensitivity under ultra-low light; illumination, thehighest efficiency (8; illumination, the highest efficiency (8",656,mV,1.36,mA/cm²,8.15,%,20.61,Pomegranate,sensitizer_dye,Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and Natural P. pterocarpum Dye for Dual Energy and Low-Light Sensing: The Synergistic Role of ZnO Nanorods and Natural Dyes,10.29130/dubited.1668896,Düzce Üniversitesi Bilim ve Teknoloji Dergisi,https://dergipark.org.tr/tr/download/article-file/4740469,database_2018_13516220/doaj_2020_2026/scraped/raw/10.29130_dubited.1668896.html,"tion understandard illumination and superior sensitivity under ultra-low light. Under standard illumination, thehighest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P.pterocarpum-based cells also exhibited competitive | on under standard illumination and superior sensitivity under | also exhibited competitive | on under standard illumination and superior sensitivity under ultra-low light. Under standard illumination, the highest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P. pterocarpum-based cells also exhibited competitive | scenarios. In 1991, Michael Grätzel and colleagues introduce | s also exhibited competitive | scenarios. In 1991, Michael Grätzel and colleagues introduced a DSSC using TiO₂ and a ruthenium-based dye, achieving a power conversion efficiency of up to 13% [5]. DSSCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendl | SCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with CdS as a co-sensitizer | arge-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with CdS as a co-sensitizer, further efficiency enhancement may be achieved Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and",text_mined_needs_table_validation
2025,pomegranate; P. pterocarpum; P.pterocarpum; curcumin,TiO2; ZnO; zinc oxide; tin oxide,iodide/triiodide; electrolyte responsible for regenerating the dye 1236 and facilitating electron transfer within the cell [7–9]; electrolyte into the dye recombine [31]; electrolyte containing an iodide/triiodide redox couple was then injected into the cell gap; electrolyte interface,FTO; ITO; fluorine-doped tin oxide; glass,5,mm²,"illumination and superior sensitivity under ultra-low light; illumination, thehighest efficiency (8; illumination, the highest efficiency (8",656,mV,1.36,mA/cm²,8.15,%,20.61,P.pterocarpum,sensitizer_dye,Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and Natural P. pterocarpum Dye for Dual Energy and Low-Light Sensing: The Synergistic Role of ZnO Nanorods and Natural Dyes,10.29130/dubited.1668896,Düzce Üniversitesi Bilim ve Teknoloji Dergisi,https://dergipark.org.tr/tr/download/article-file/4740469,database_2018_13516220/doaj_2020_2026/scraped/raw/10.29130_dubited.1668896.html,"tion understandard illumination and superior sensitivity under ultra-low light. Under standard illumination, thehighest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P.pterocarpum-based cells also exhibited competitive | on under standard illumination and superior sensitivity under | also exhibited competitive | on under standard illumination and superior sensitivity under ultra-low light. Under standard illumination, the highest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P. pterocarpum-based cells also exhibited competitive | scenarios. In 1991, Michael Grätzel and colleagues introduce | s also exhibited competitive | scenarios. In 1991, Michael Grätzel and colleagues introduced a DSSC using TiO₂ and a ruthenium-based dye, achieving a power conversion efficiency of up to 13% [5]. DSSCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendl | SCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with CdS as a co-sensitizer | arge-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with CdS as a co-sensitizer, further efficiency enhancement may be achieved Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and",text_mined_needs_table_validation
2025,pomegranate; P. pterocarpum; P.pterocarpum; curcumin,TiO2; ZnO; zinc oxide; tin oxide,iodide/triiodide; electrolyte responsible for regenerating the dye 1236 and facilitating electron transfer within the cell [7–9]; electrolyte into the dye recombine [31]; electrolyte containing an iodide/triiodide redox couple was then injected into the cell gap; electrolyte interface,FTO; ITO; fluorine-doped tin oxide; glass,5,mm²,"illumination and superior sensitivity under ultra-low light; illumination, thehighest efficiency (8; illumination, the highest efficiency (8",656,mV,1.36,mA/cm²,8.15,%,20.61,P. pterocarpum,sensitizer_dye,Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and Natural P. pterocarpum Dye for Dual Energy and Low-Light Sensing: The Synergistic Role of ZnO Nanorods and Natural Dyes,10.29130/dubited.1668896,Düzce Üniversitesi Bilim ve Teknoloji Dergisi,https://dergipark.org.tr/tr/download/article-file/4740469,database_2018_13516220/doaj_2020_2026/scraped/raw/10.29130_dubited.1668896.html,"tion understandard illumination and superior sensitivity under ultra-low light. Under standard illumination, thehighest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P.pterocarpum-based cells also exhibited competitive | on under standard illumination and superior sensitivity under | also exhibited competitive | on under standard illumination and superior sensitivity under ultra-low light. Under standard illumination, the highest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P. pterocarpum-based cells also exhibited competitive | scenarios. In 1991, Michael Grätzel and colleagues introduce | s also exhibited competitive | scenarios. In 1991, Michael Grätzel and colleagues introduced a DSSC using TiO₂ and a ruthenium-based dye, achieving a power conversion efficiency of up to 13% [5]. DSSCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendl | SCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with CdS as a co-sensitizer | arge-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with CdS as a co-sensitizer, further efficiency enhancement may be achieved Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and",text_mined_needs_table_validation
2025,pomegranate; P. pterocarpum; P.pterocarpum; curcumin,TiO2; ZnO; zinc oxide; tin oxide,iodide/triiodide; electrolyte responsible for regenerating the dye 1236 and facilitating electron transfer within the cell [7–9]; electrolyte into the dye recombine [31]; electrolyte containing an iodide/triiodide redox couple was then injected into the cell gap; electrolyte interface,FTO; ITO; fluorine-doped tin oxide; glass,5,mm²,"illumination and superior sensitivity under ultra-low light; illumination, thehighest efficiency (8; illumination, the highest efficiency (8",656,mV,1.36,mA/cm²,8.15,%,20.61,ZnO,photoanode_semiconductor,Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and Natural P. pterocarpum Dye for Dual Energy and Low-Light Sensing: The Synergistic Role of ZnO Nanorods and Natural Dyes,10.29130/dubited.1668896,Düzce Üniversitesi Bilim ve Teknoloji Dergisi,https://dergipark.org.tr/tr/download/article-file/4740469,database_2018_13516220/doaj_2020_2026/scraped/raw/10.29130_dubited.1668896.html,"tion understandard illumination and superior sensitivity under ultra-low light. Under standard illumination, thehighest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P.pterocarpum-based cells also exhibited competitive | on under standard illumination and superior sensitivity under | also exhibited competitive | on under standard illumination and superior sensitivity under ultra-low light. Under standard illumination, the highest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P. pterocarpum-based cells also exhibited competitive | scenarios. In 1991, Michael Grätzel and colleagues introduce | s also exhibited competitive | scenarios. In 1991, Michael Grätzel and colleagues introduced a DSSC using TiO₂ and a ruthenium-based dye, achieving a power conversion efficiency of up to 13% [5]. DSSCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendl | SCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with CdS as a co-sensitizer | arge-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with CdS as a co-sensitizer, further efficiency enhancement may be achieved Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and",text_mined_needs_table_validation
2025,pomegranate; P. pterocarpum; P.pterocarpum; curcumin,TiO2; ZnO; zinc oxide; tin oxide,iodide/triiodide; electrolyte responsible for regenerating the dye 1236 and facilitating electron transfer within the cell [7–9]; electrolyte into the dye recombine [31]; electrolyte containing an iodide/triiodide redox couple was then injected into the cell gap; electrolyte interface,FTO; ITO; fluorine-doped tin oxide; glass,5,mm²,"illumination and superior sensitivity under ultra-low light; illumination, thehighest efficiency (8; illumination, the highest efficiency (8",656,mV,1.36,mA/cm²,8.15,%,20.61,TiO2,photoanode_semiconductor,Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and Natural P. pterocarpum Dye for Dual Energy and Low-Light Sensing: The Synergistic Role of ZnO Nanorods and Natural Dyes,10.29130/dubited.1668896,Düzce Üniversitesi Bilim ve Teknoloji Dergisi,https://dergipark.org.tr/tr/download/article-file/4740469,database_2018_13516220/doaj_2020_2026/scraped/raw/10.29130_dubited.1668896.html,"tion understandard illumination and superior sensitivity under ultra-low light. Under standard illumination, thehighest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P.pterocarpum-based cells also exhibited competitive | on under standard illumination and superior sensitivity under | also exhibited competitive | on under standard illumination and superior sensitivity under ultra-low light. Under standard illumination, the highest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P. pterocarpum-based cells also exhibited competitive | scenarios. In 1991, Michael Grätzel and colleagues introduce | s also exhibited competitive | scenarios. In 1991, Michael Grätzel and colleagues introduced a DSSC using TiO₂ and a ruthenium-based dye, achieving a power conversion efficiency of up to 13% [5]. DSSCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendl | SCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with CdS as a co-sensitizer | arge-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with CdS as a co-sensitizer, further efficiency enhancement may be achieved Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and",text_mined_needs_table_validation
2025,pomegranate; P. pterocarpum; P.pterocarpum; curcumin,TiO2; ZnO; zinc oxide; tin oxide,iodide/triiodide; electrolyte responsible for regenerating the dye 1236 and facilitating electron transfer within the cell [7–9]; electrolyte into the dye recombine [31]; electrolyte containing an iodide/triiodide redox couple was then injected into the cell gap; electrolyte interface,FTO; ITO; fluorine-doped tin oxide; glass,5,mm²,"illumination and superior sensitivity under ultra-low light; illumination, thehighest efficiency (8; illumination, the highest efficiency (8",656,mV,1.36,mA/cm²,8.15,%,20.61,graphene,counter_electrode_or_additive,Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and Natural P. pterocarpum Dye for Dual Energy and Low-Light Sensing: The Synergistic Role of ZnO Nanorods and Natural Dyes,10.29130/dubited.1668896,Düzce Üniversitesi Bilim ve Teknoloji Dergisi,https://dergipark.org.tr/tr/download/article-file/4740469,database_2018_13516220/doaj_2020_2026/scraped/raw/10.29130_dubited.1668896.html,"tion understandard illumination and superior sensitivity under ultra-low light. Under standard illumination, thehighest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P.pterocarpum-based cells also exhibited competitive | on under standard illumination and superior sensitivity under | also exhibited competitive | on under standard illumination and superior sensitivity under ultra-low light. Under standard illumination, the highest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P. pterocarpum-based cells also exhibited competitive | scenarios. In 1991, Michael Grätzel and colleagues introduce | s also exhibited competitive | scenarios. In 1991, Michael Grätzel and colleagues introduced a DSSC using TiO₂ and a ruthenium-based dye, achieving a power conversion efficiency of up to 13% [5]. DSSCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendl | SCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with CdS as a co-sensitizer | arge-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with CdS as a co-sensitizer, further efficiency enhancement may be achieved Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and",text_mined_needs_table_validation
2025,pomegranate; P. pterocarpum; P.pterocarpum; curcumin,TiO2; ZnO; zinc oxide; tin oxide,iodide/triiodide; electrolyte responsible for regenerating the dye 1236 and facilitating electron transfer within the cell [7–9]; electrolyte into the dye recombine [31]; electrolyte containing an iodide/triiodide redox couple was then injected into the cell gap; electrolyte interface,FTO; ITO; fluorine-doped tin oxide; glass,5,mm²,"illumination and superior sensitivity under ultra-low light; illumination, thehighest efficiency (8; illumination, the highest efficiency (8",656,mV,1.36,mA/cm²,8.15,%,20.61,carbon,counter_electrode_or_additive,Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and Natural P. pterocarpum Dye for Dual Energy and Low-Light Sensing: The Synergistic Role of ZnO Nanorods and Natural Dyes,10.29130/dubited.1668896,Düzce Üniversitesi Bilim ve Teknoloji Dergisi,https://dergipark.org.tr/tr/download/article-file/4740469,database_2018_13516220/doaj_2020_2026/scraped/raw/10.29130_dubited.1668896.html,"tion understandard illumination and superior sensitivity under ultra-low light. Under standard illumination, thehighest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P.pterocarpum-based cells also exhibited competitive | on under standard illumination and superior sensitivity under | also exhibited competitive | on under standard illumination and superior sensitivity under ultra-low light. Under standard illumination, the highest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P. pterocarpum-based cells also exhibited competitive | scenarios. In 1991, Michael Grätzel and colleagues introduce | s also exhibited competitive | scenarios. In 1991, Michael Grätzel and colleagues introduced a DSSC using TiO₂ and a ruthenium-based dye, achieving a power conversion efficiency of up to 13% [5]. DSSCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendl | SCs present several advantages, including low production cost, ease of fabrication, large-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with CdS as a co-sensitizer | arge-scale manufacturabilit | the Peltophorum pterocarpum plant offer an eco-friendly and low-cost alternative for DSSCs. A previous study reported a power conversion efficiency of 6.07% using this natural dye [19]. When combined with CdS as a co-sensitizer, further efficiency enhancement may be achieved Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and",text_mined_needs_table_validation
